"","X","Experiment","Season","Plot","Site","Region","Landuse","Block","Blockcode","Samplecode","Treatment","Littertype","Teabag.code","Initial.weight.including.bag..cord.and.label..g.","Initial.weight.tea.only..g.","Ashed.subsample.percentage.controll.initial.tea.only....","Ashed.initial.corrected.weight..tea.only..g.","Final.weight.including.bag.and.cord..no.label..g.","Final.weight..tea.only..g.","Final.weight.tea.only..from.ash.protocol.","Ashed.final.subsample.percentage.....","Ashed.final.corrected.weight..tea.only..g.","Burial.date","Recovery.date","incubation.time.red.and.green.tea..days.","Massloss..g..Ash.uncorrected","Massloss..g.","N.D..tree..m.","N.D.Mound..m.","Mound.type","Tree.with.ants","Moisture..","Temperature..C.","Lat","Long","Sign.of.termite.cheeting","Sign.of.hole.s.","Sign.of.roots","S","K","Massloss.per","N.per","C.per","P.per..SUA.","C.N","P.per..NMBU.","CLAY..","SILT..","SAND..","Class","OC..","Claycorr","Siltcorr","Sandcorr","Rain.sum","Site.ID"
"1741",1741,"CG","Dry",201,"Maswa","Dry","Wild",3,"Dry_W3","Dry_W3_CG4","Exclosed","Rooibos","R665",2.158,1.908,2.28,1.865,1.787,1.636,1.576,6.34,1.48,"26.07.2017","26.09.2017",62,0.272,0.389,15.2,12.2,"O",1,8.9,29.15,-2.439694991,34.83857403,"NO","NO","YES",NA,0.008373655,20.6434316353887,0.18,2.14,16.5,11.88888889,NA,38.69,26.81,34.5,"clay loam",2.55,41.391548,34.453759,20.92375,9.731508493,"Maswa"
"1742",1742,"CG","Dry",202,"Maswa","Dry","Wild",2,"Dry_W2","Dry_W2_CG1","Exclosed","Rooibos","R224",2.298,2.048,2.28,2.001,1.838,1.688,1.616,11.21,1.43,"26.07.2017","26.09.2017",62,0.36,0.566,13.8,17.4,"O",1,6.3,28.85,-2.439403972,34.83840496,"NO","NO","YES",NA,0.01197901,28.535732133933,0.29,3.13,16.74,10.79310345,NA,45.27,23.6,31.12,"clay",2.05,50.203484,31.84114,17.110772,9.731508493,"Maswa"
"1743",1743,"CG","Dry",203,"Maswa","Dry","Wild",1,"Dry_W1","Dry_W1_CG2","Exclosed","Rooibos","R621",2.046,1.796,2.28,1.755,1.689,1.538,1.471,4.08,1.41,"26.07.2017","26.09.2017",62,0.258,0.345,5.13,5.13,"O",1,10.1,28.3,-2.439645035,34.83836599,"NO","NO","YES",NA,0.006755833,19.6581196581197,0.19,2.98,7.94,15.68421053,NA,47.96,22.92,29.12,"clay",2.88,53.805932,31.287688,14.854572,9.731508493,"Maswa"
"1744",1744,"CG","Dry",204,"Maswa","Dry","Wild",4,"Dry_W4","Dry_W4_CG3","Exclosed","Rooibos","R708",2.157,1.907,2.28,1.864,1.726,1.575,1.539,5.95,1.45,"26.07.2017","26.09.2017",62,0.332,0.417,7.9,7.9,"O",1,8.35,27.3,-2.439599019,34.83841896,"NO","NO","NO",NA,0.009223357,22.2103004291846,0.2,2.35,22.24,11.75,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,9.731508493,"Maswa"
"1745",1745,"CG","Dry",205,"Mwantimba","Wet","Agriculture",1,"Wet_Ag1","Wet_Ag1_CG2","Exclosed","Rooibos","R637",2.129,1.879,2.28,1.836,1.653,1.503,1.481,4.93,1.41,"26.07.2017","26.09.2017",62,0.376,0.429,5.13,5.13,"O",1,7.95,29.05,-2.439645035,34.83836599,"NO","NO","YES",NA,0.010536415,23.202614379085,0.14,1.74,58.41,12.42857143,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,136.7359694,"Mwantimba.ag"
"1746",1746,"CG","Dry",206,"Mwantimba","Wet","Agriculture",2,"Wet_Ag2","Wet_Ag2_CG1","Exclosed","Rooibos","R284",2.248,1.998,2.28,1.953,1.619,1.469,1.433,10.04,1.29,"26.07.2017","26.09.2017",62,0.53,0.663,13.8,17.4,"O",1,6.4,27.8,-2.439403972,34.83840496,"NO","NO","YES",NA,0.016067653,33.9477726574501,0.13,1.79,37.88,13.76923077,NA,34.34,19.23,46.43,"sandy clay loam",1.75,35.566028,28.284397,34.381983,136.7359694,"Mwantimba.ag"
"1747",1747,"CG","Dry",207,"Mwantimba","Wet","Agriculture",3,"Wet_Ag3","Wet_Ag3_CG4","Exclosed","Rooibos","R604",2.123,1.873,2.28,1.83,1.615,1.464,1.427,3.55,1.38,"26.07.2017","26.09.2017",62,0.409,0.454,15.2,12.2,"O",1,4.3,29.6,-2.439694991,34.83857403,"NO","NO","YES",NA,0.010657181,24.5901639344262,0.09,1,7.94,11.11111111,NA,27.96,4.92,67.12,"sandy clay loam",0.89,27.021932,16.637488,57.722372,136.7359694,"Mwantimba.ag"
"1748",1748,"CG","Dry",208,"Mwantimba","Wet","Agriculture",4,"Wet_Ag4","Wet_Ag4_CG3","Exclosed","Rooibos","R625",2.159,1.909,2.28,1.866,1.654,1.503,1.501,7.87,1.38,"26.07.2017","26.09.2017",62,0.406,0.483,7.9,7.9,"O",1,6.2,29.1,-2.439599019,34.83841896,"NO","NO","YES",NA,0.012587432,26.0450160771704,0.1,1.05,9.9,10.5,NA,17.96,4.92,77.12,"sandy loam",2.02,13.629932,16.637488,69.003372,136.7359694,"Mwantimba.ag"
"1749",1749,"CG","Dry",209,"Mwantimba","Wet","Pasture",1,"Wet_P1","Wet_P1_CG2","Exclosed","Rooibos","R647",2.164,1.914,2.28,1.871,1.688,1.538,1.517,3.89,1.46,"26.07.2017","26.09.2017",62,0.377,0.413,5.13,5.13,"O",1,8.6,29.6,-2.439645035,34.83836599,"NO","NO","YES",NA,0.009203565,21.9668626402993,0.135,1.62875,NA,12.06481481,NA,31.21,11.38,57.41,"sandy clay loam",1.73,31.374332,21.895282,46.768521,136.7359694,"Mwantimba.p"
"1750",1750,"CG","Dry",210,"Mwantimba","Wet","Pasture",2,"Wet_P2","Wet_P2_CG4","Exclosed","Rooibos","R599",2.176,1.926,2.28,1.882,1.742,1.591,1.57,3.58,1.51,"26.07.2017","26.09.2017",62,0.335,0.369,15.2,12.2,"O",1,6.1,27.5,-2.439694991,34.83857403,"NO","NO","NO",NA,0.008540138,19.7662061636557,0.15,2.03,3.54,13.53333333,NA,33.96,8.92,57.12,"sandy clay loam",2.07,35.057132,19.893088,46.441372,136.7359694,"Mwantimba.p"
"1751",1751,"CG","Dry",211,"Mwantimba","Wet","Pasture",3,"Wet_P3","Wet_P3_CG1","Exclosed","Rooibos","R670",2.106,1.856,2.28,1.814,1.477,1.326,1.301,4.2,1.25,"26.07.2017","26.09.2017",62,0.53,0.568,13.8,17.4,"O",1,7.55,28,-2.439403972,34.83840496,"NO","NO","NO",NA,0.016946324,31.0915104740904,0.14,1.63,17.11,11.64285714,NA,39.96,12.92,47.12,"sandy clay",1.65,43.092332,23.148688,35.160372,136.7359694,"Mwantimba.p"
"1752",1752,"CG","Dry",215,"Handajega","Wet","Wild",3,"Wet_W3","Wet_W3_CG1","Exclosed","Rooibos","R256",2.2,1.95,2.28,1.906,1.588,1.438,1.396,8,1.28,"26.07.2017","26.09.2017",62,0.513,0.622,7.9,7.9,"O",1,4.3,28.75,-2.439599019,34.83841896,"NO","NO","YES",NA,0.016570613,32.8436516264428,0.11,2.19,29.2,19.90909091,NA,25.96,8.92,65.12,"sandy clay loam",1.61,24.343532,19.893088,55.466172,162.6342073,"Handajega"
"1753",1753,"CG","Dry",212,"Mwantimba","Wet","Pasture",4,"Wet_P4","Wet_P4_CG3","Exclosed","Rooibos","R658",2.208,1.958,2.28,1.914,1.655,1.504,1.473,3.71,1.42,"26.07.2017","26.09.2017",62,0.454,0.495,15.2,12.2,"O",1,8.15,28.25,-2.439694991,34.83857403,"NO","NO","YES",NA,0.012289777,25.8098223615465,0.15,2.05,60.24,13.66666667,NA,27.96,4.92,67.12,"sandy clay loam",1.04,27.021932,16.637488,57.722372,136.7359694,"Mwantimba.p"
"1754",1754,"CG","Dry",213,"Handajega","Wet","Wild",1,"Wet_W1","Wet_W1_CG4","Exclosed","Rooibos","R699",2.157,1.907,2.28,1.864,1.748,1.597,1.592,5.32,1.51,"26.07.2017","26.09.2017",62,0.31,0.357,7.9,7.9,"O",1,4.35,29.1,-2.439694991,34.83857403,"NO","NO","NO",NA,0.008042637,18.9914163090129,0.13,1.83,40.2,14.07692308,NA,21.96,4.92,73.12,"sandy clay loam",1.24,18.986732,16.637488,64.490972,162.6342073,"Handajega"
"1755",1755,"CG","Dry",214,"Handajega","Wet","Wild",2,"Wet_W2","Wet_W2_CG3","Exclosed","Rooibos","R663",2.105,1.855,2.28,1.813,1.668,1.517,1.512,3.3,1.46,"26.07.2017","26.09.2017",62,0.338,0.35,13.8,17.4,"O",1,6.3,29.8,-2.439403972,34.83840496,"NO","NO","NO",NA,0.008107398,19.4704908990623,0.115,1.56,36.17,13.56521739,NA,23.96,4.92,71.12,"sandy clay loam",3.31,21.665132,16.637488,62.234772,162.6342073,"Handajega"
"1756",1756,"CG","Dry",216,"Handajega","Wet","Wild",4,"Wet_W4","Wet_W4_CG2","Exclosed","Rooibos","R622",2.164,1.914,2.28,1.871,1.642,1.491,1.469,4.7,1.4,"26.07.2017","26.09.2017",62,0.423,0.47,5.13,5.13,"O",1,7.05,29.85,-2.439645035,34.83836599,"NO","NO","NO",NA,0.011888238,25.1737039016569,0.13,1.95,21.51,15,NA,25.96,8.92,65.12,"sandy clay loam",1.7,24.343532,19.893088,55.466172,162.6342073,"Handajega"
"1757",1757,"CG","Dry",217,"Seronera","Intermediate","Wild",1,"Local1","Local1_CG1","Exclosed","Rooibos","R608",2.144,1.894,2.28,1.851,1.646,1.495,1.472,3.47,1.42,"26.07.2017","26.09.2017",62,0.399,0.43,13.8,17.4,"O",1,7.2,31.25,-2.439403972,34.83840496,"NO","NO","NO",NA,0.010288424,23.2847109670448,0.23,2.95,61.22,12.82608696,NA,29.08,7.2,63.73,"sandy clay loam",1.1,28.521836,18.49318,53.898113,171.8481842,"Seronera"
"1758",1758,"CG","Dry",218,"Seronera","Intermediate","Wild",2,"Local2","Local2_CG2","Exclosed","Rooibos","R639",2.084,1.834,2.28,1.792,1.652,1.501,1.468,4.95,1.4,"26.07.2017","26.09.2017",62,0.333,0.397,5.13,5.13,"O",1,6.45,29.15,-2.439645035,34.83836599,"NO","NO","YES",NA,0.008372306,21.875,0.15,2.14,56.09,14.26666667,NA,21.07,7.31,71.62,"sandy clay loam",1.45,17.794844,18.582709,62.798822,171.8481842,"Seronera"
"1759",1759,"CG","Dry",219,"Seronera","Intermediate","Wild",3,"Local3","Local3_CG3","Exclosed","Rooibos","R246",2.217,1.967,2.28,1.922,1.639,1.488,1.452,7.55,1.34,"26.07.2017","26.09.2017",62,0.479,0.58,7.9,7.9,"O",1,5.75,32.75,-2.439599019,34.83841896,"NO","NO","NO",NA,0.015012725,30.2809573361082,0.21,2.6,59.87,12.38095238,NA,21.96,4.92,73.12,"sandy clay loam",1.4,18.986732,16.637488,64.490972,171.8481842,"Seronera"
"1760",1760,"CG","Dry",220,"Seronera","Intermediate","Wild",4,"Local4","Local4_CG4","Exclosed","Rooibos","R672",2.161,1.911,2.28,1.868,1.728,1.577,1.478,6.51,1.38,"26.07.2017","26.09.2017",62,0.334,0.486,15.2,12.2,"O",1,5.3,33.65,-2.439694991,34.83857403,"NO","NO","NO",NA,0.009645285,26.1241970021413,0.19,2.41,47.26,12.68421053,NA,15.96,6.92,77.12,"sandy loam",0.61,10.951532,18.265288,69.003372,171.8481842,"Seronera"
